표준버스정류장ID,버스정류장ARS번호,역명
103000003,04003,장한평역
103000004,04101,상왕십리역
103000005,04102,상왕십리역
103000006,04103,왕십리센트라스아파트
103000007,04104,왕십리교회
103000008,04106,청계벽산아파트.텐즈힐아파트
103000009,04107,텐즈힐아파트.청계벽산아파트
103000010,04108,왕십리도선동주민센터
103000011,04109,왕십리2동주민센터
103000012,04110,코스모타워.서울신용보증재단성동지점
103000013,04111,성동구청
103000014,04112,성동구청
103000015,04113,상왕십리역
103000016,04114,상왕십리역.센트라스아파트
103000017,04116,마장동주민센터
103000018,04117,마장역
103000019,04118,성동노인복지관
103000020,04119,마장축산물시장
103000021,04120,마장축산물시장
103000022,04121,도선사거리
103000023,04122,도선사거리
103000024,04123,마장동금호아파트
103000025,04124,마장동금호아파트
103000026,04125,한양대부속고등학교
103000027,04126,한양대부속고등학교
103000028,04127,한양대앞.한양시장
103000029,04128,한양대앞
103000030,04129,한양대정문
103000031,04130,한양대정문앞
103000032,04131,무학여고앞
103000033,04132,무학여고
103000034,04133,왕십리역
103000035,04134,왕십리역
103000036,04135,왕십리역
103000037,04136,행당1동주민센터.성동소방서
103000038,04137,서울숲삼부아파트
103000039,04138,응봉동주민센터
103000040,04139,응봉동주민센터
103000041,04140,응봉사거리
103000042,04141,응봉동현대아파트
103000043,04142,응봉동현대아파트
103000044,04143,대경중입구
103000046,04145,신금호역
103000047,04146,신금호역
103000048,04147,금호고등학교
103000049,04148,금호고등학교.금호자이1차아파트입구
103000050,04149,금호동벽산아파트
103000051,04150,래미안하이리버아파트
103000052,04151,금호사거리
103000053,04152,금호사거리
103000054,04153,금남시장앞.백범학원터
103000055,04154,금남시장앞.백범학원터
103000056,04155,금호역
103000057,04156,금호역
103000058,04157,금옥초등학교앞
103000059,04158,금옥초등학교앞
103000060,04159,삼성래미안아파트앞
103000061,04160,삼성래미안아파트앞
103000062,04161,옥수삼성아파트.래미안옥수리버젠
103000063,04162,옥수삼성아파트.래미안옥수리버젠
103000064,04163,미타사입구
103000065,04164,래미안옥수리버젠.옥수중앙교회
103000066,04165,래미안옥수리버젠.옥수중앙교회
103000069,04168,옥수동종점
103000070,04169,옥정중학교입구
103000071,04170,옥정중학교입구
103000072,04171,성수1가1동새마을금고
103000073,04172,성수1가새마을금고
103000074,04173,천주교성수동성당앞
103000075,04174,천주교성수동성당앞
103000076,04175,뚝도아리수정수센터수도박물관
103000077,04176,뚝도아리수정수센터수도박물관
103000078,04177,서울숲
103000079,04178,서울숲
103000080,04179,성동구민종합체육센터
103000081,04180,성동구민종합체육센터
103000082,04181,성수공고앞
103000083,04182,성수공고앞
103000084,04183,경일초등학교입구
103000085,04184,경일초등학교입구
103000086,04185,성동교남단
103000087,04186,성동교남단
103000088,04187,상원
103000089,04188,상원
103000090,04189,영동대교북단
103000091,04190,경수중학교
103000092,04191,성수119안전센터
103000093,04192,성수119안전센터
103000094,04193,경수중학교
103000095,04194,경수중학교
103000096,04195,뚝도시장
103000097,04196,뚝도시장
103000098,04197,성원중성수동이마트앞
103000099,04198,성원중성수동이마트앞
103000100,04199,서울숲지구대앞
103000101,04200,서울숲지구대앞
103000102,04201,뚝도시장구길
103000103,04202,뚝도시장구길
103000104,04203,성수동진주타운
103000105,04204,성수동진주타운
103000106,04205,영동대교
103000107,04206,영동대교
103000108,04207,화양사거리
103000109,04208,성수초등학교
103000110,04209,서울효사랑병원
103000111,04210,성수2가3동주민센터
103000112,04211,제인병원
103000113,04212,성동세무서앞
103000114,04213,성동세무서
103000115,04214,송정동서울숲아이파크
103000116,04215,송정동건영아파트
103000117,04216,군자교남단
103000118,04217,신답역
103000119,04218,용답동.로데오거리.답십리역
103000120,04221,서울교통공사.서울새활용플라자
103000121,04222,뚝섬서울숲
103000122,04223,뚝섬서울숲
103000125,04226,사근동하이츠아파트앞
103000126,04227,사근동하이츠아파트앞
103000127,04228,사근동주민센터
103000128,04229,사근동주민센터
103000129,04230,사근고개
103000130,04231,사근고개
103000131,04232,한양지구대
103000132,04233,한양지구대
103000133,04234,사근동벽산아파트
103000134,04236,뚝섬역8번출구
103000135,04237,뚝섬역2번출구
103000136,04238,뚝섬역3번5번출구
103000137,04239,뚝섬역4번출구
103000138,04240,성수역
103000139,04241,성수동SK아파트형공장앞
103000140,04242,성수동SK아파트형공장앞
103000141,04243,경동초등학교입구
103000142,04244,경동초등학교입구
103000143,04245,경일초등학교앞
103000144,04246,경일초등학교앞
103000145,04247,한양여대앞
103000150,04252,도선고등학교.꽃재교회
103000152,04254,리버하우스
103000153,04255,리버하우스
103000156,04258,성동제일새마을금고
103000157,04259,성동제일새마을금고
103000159,04261,청계9가.비우당교
103000162,04264,뚝섬서울숲
103000163,04265,뚝섬서울숲남문
103000164,04266,뚝섬서울숲남문
103000165,04267,신답역명문예식장
103000166,04268,신답역명문예식장
103000167,04269,성수2가3동주민센터
103000168,04270,극동그린아파트앞
103000169,04271,마장역
103000170,04272,행당신동아.행당푸르지오아파트
103000171,04273,숭신초등학교
103000172,04275,극동아파트
103000173,04276,풍림아파트
103000174,04277,벽산아파트
103000175,04278,대림아파트
103000176,04279,행당역
103000177,04280,행당역
103000178,04281,무학여고
103000179,04282,극동그린아파트
103000183,04286,성수동차고지
103000185,04288,제민약국
103000186,04289,왕십리자이.신당현대아파트
103000187,04290,왕십리자이.신당현대아파트
103000188,04291,제민약국
103000189,04293,우리은행화양동지점
103000191,04295,황학교.텐즈힐몰
103000292,04302,왕십리광장.왕십리역4번출구
103000293,04301,왕십리광장.왕십리역7번출구
103000295,04304,왕십리도선동주민센터
103000296,04305,한양여대앞
103000297,04303,한양대동문앞
103000504,04835,옥수역(가상)
103000505,04306,행당중학교
103000506,04166,옥수파크힐스아파트앞
103000507,04167,옥수파크힐스아파트앞
103000508,06507,청계한신휴플러스아파트
103000509,04105,뉴타운아파트
103000514,04896,서울숲리버뷰자이아파트제1주차장
103900001,04767,두산아파트111동
103900002,04765,금호역.3호선
103900003,04764,금호역
103900004,04759,극동아파트4동
103900005,04758,극동아파트4동
103900006,04757,두산아파트109동
103900007,04756,두산아파트111동
103900008,04755,극동아파트7동
103900009,04751,금남시장앞.백범학원터
103900010,04750,금호사거리
103900011,04746,신동아아파트
103900012,04745,신동아아파트후문
103900013,04744,현대공업사앞
103900014,04743,행당서울숲푸르지오109동앞
103900015,04740,삼거리정자
103900016,04739,응봉역.광희중
103900017,04677,성동중앙교회.벽산아파트정문
103900018,04679,무학중학교.무학여고
103900019,04552,무학중학교.무학여고
103900020,04573,원형화단
103900021,04503,두산아파트정문.금호역
103900022,04504,신금호역
103900023,04506,송정동자치회관입구
103900024,04511,무쇠막
103900025,04509,금호1가동주민센터
103900026,04514,대경상업고등학교
103900027,04520,금호4가동주민센터.국민은행금호동지점
103900028,04521,화단삼거리
103900029,04523,논골.금호벽산아파트.성동공유센터
103900030,04526,왕약국
103900031,04529,금호산입구
103900032,04530,한진아파트후문
103900033,04533,성동세무서
103900034,04538,행당서울숲푸르지오109동앞
103900035,04539,벽산아파트정문
103900036,04540,스탠다드차타드은행성수2가지점
103900037,04541,옥수종합사회복지관
103900038,04544,행당2동주민센터
103900039,04553,만물상회앞
103900040,04546,금호119안전센터
103900041,04548,옥수삼성아파트
103900042,04559,상봉노인정앞
103900043,04557,한신아파트
103900044,04561,국민은행입구
103900045,04563,응봉역.광희중
103900047,04575,금봉어린이집.또또와마트
103900048,04577,경수중학교입구
103900049,04578,옥정중학교
103900050,04586,논골입구.성동공유센터
103900051,04582,천은교회.성동청소년상담복지센터
103900052,04590,청계벽산아파트
103900053,04603,왕십리자이.신당현대아파트
103900054,04648,한신아파트
103900055,04650,마장동축산물시장
103900056,04651,금호고등학교
103900057,04659,GS25
103900058,04669,논골신협.대림아파트후문
103900059,04684,금호어린이집
103900060,04686,금봉어린이집.또또와마트
103900061,04702,충북상회
103900062,04706,서울숲푸르지오아파트후문
103900063,04508,신금호파크자이아파트후문
103900064,04512,럭키슈퍼
103900065,04516,무학여고
103900066,04518,중앙슈퍼
103900067,04519,극동아파트상가
103900068,04522,금호어린이집
103900069,04527,한남하이츠아파트
103900070,04528,금호사거리
103900071,04531,신동아아파트후문
103900072,04545,삼거리정자앞
103900073,04547,성수2가3동주민센터.성수지구대
103900074,04549,현대공업사앞
103900075,04551,중앙병원
103900076,04554,논골사거리
103900077,04555,신한은행
103900078,04556,응봉초등학교.대림아파트
103900079,04562,옥수삼성아파트
103900080,04564,우리은행.백범학원터
103900081,04565,금남시장.화단앞
103900082,04566,금호공원
103900083,04569,지하철2호선성수역
103900084,04570,옥수종합사회복지관
103900085,04574,성동구청
103900086,04579,응봉사거리
103900088,04584,무학여고
103900089,04585,한전입구
103900090,04587,극동아파트7동
103900091,04594,화단앞
103900092,04595,성동사회복지관.청계천박물관
103900093,04597,왕약국
103900094,04599,금호공원
103900095,04600,성동구도시관리공단.서울시설공단
103900096,04615,중앙슈퍼
103900097,04667,중앙병원앞
